country,company,sector,revenue,risk,year
China,China Shenhua Energy,Energy,103.81,0.39535879134200513,2015
China,China Shenhua Energy,Energy,103.81,0.6267644624458626,2018
China,China Shenhua Energy,Energy,103.81,0.49099850037600845,2016
China,China Shenhua Energy,Energy,103.81,0.6700898625422269,2021
China,China Shenhua Energy,Energy,103.81,0.45437738590408117,2023
China,PetroChina,Energy,218.98,0.954217154532671,2015
China,PetroChina,Energy,218.98,0.9357900246977806,2014
China,PetroChina,Energy,218.98,0.9384148279204965,2022
China,PetroChina,Energy,218.98,0.8288652328774333,2018
China,PetroChina,Energy,218.98,0.4585661718156189,2016
China,PetroChina,Energy,218.98,0.9256603065878153,2021
China,PetroChina,Energy,218.98,0.9424899248406291,2023
China,PetroChina,Energy,218.98,0.7807377367280424,2020
China,PetroChina,Energy,218.98,0.9530803877860308,2017
China,PetroChina,Energy,218.98,0.900416829623282,2019
China,CNOOC,Energy,124.7,0.5506464908830822,2015
China,CNOOC,Energy,124.7,0.33077159395907074,2014
China,CNOOC,Energy,124.7,0.32302540936507285,2022
China,CNOOC,Energy,124.7,0.47012194502167404,2018
China,CNOOC,Energy,124.7,0.7733910030219704,2016
China,CNOOC,Energy,124.7,0.7190136312274262,2021
China,CNOOC,Energy,124.7,0.553416105452925,2023
China,CNOOC,Energy,124.7,0.28520471521187574,2020
China,CNOOC,Energy,124.7,0.5308145479066297,2017
China,CNOOC,Energy,124.7,0.32716236758278683,2019
China,Pinduoduo,Information Technology,176.94,0.7085811500437558,2022
China,Pinduoduo,Information Technology,176.94,0.41077526938170195,2018
China,Pinduoduo,Information Technology,176.94,0.9633744731545448,2021
China,Pinduoduo,Information Technology,176.94,0.9579405598342419,2023
China,Pinduoduo,Information Technology,176.94,0.4639635309576988,2020
China,Pinduoduo,Information Technology,176.94,0.8467010916210711,2019
USA,Procter&Gamble,Consumer Staples,412.58,0.6672306526452303,2015
USA,Procter&Gamble,Consumer Staples,412.58,0.6941193013917655,2014
USA,Procter&Gamble,Consumer Staples,412.58,0.6230451709125191,2022
USA,Procter&Gamble,Consumer Staples,412.58,0.6501838166732341,2018
USA,Procter&Gamble,Consumer Staples,412.58,0.802945229690522,2016
USA,Procter&Gamble,Consumer Staples,412.58,0.7651670987252146,2021
USA,Procter&Gamble,Consumer Staples,412.58,0.6825731035787612,2023
USA,Procter&Gamble,Consumer Staples,412.58,0.5543956742621958,2020
USA,Procter&Gamble,Consumer Staples,412.58,0.8359513026662171,2017
USA,Procter&Gamble,Consumer Staples,412.58,0.5568758235312998,2019
USA,Broadcom,Information Technology,669.46,0.5887461776146665,2015
USA,Broadcom,Information Technology,669.46,0.6450765028130263,2014
USA,Broadcom,Information Technology,669.46,0.7087623251136392,2022
USA,Broadcom,Information Technology,669.46,0.5563275595195591,2018
USA,Broadcom,Information Technology,669.46,0.539351346786134,2016
USA,Broadcom,Information Technology,669.46,0.3905950703192502,2021
USA,Broadcom,Information Technology,669.46,0.49830927955918014,2023
USA,Broadcom,Information Technology,669.46,0.7241657434497029,2020
USA,Broadcom,Information Technology,669.46,0.7827494251541793,2017
USA,Broadcom,Information Technology,669.46,0.6244528675451875,2019
USA,United Health,Health Care,551.16,0.8653995194472373,2015
USA,United Health,Health Care,551.16,0.6703959857113659,2014
USA,United Health,Health Care,551.16,0.732273306697607,2022
USA,United Health,Health Care,551.16,0.4794403382111341,2018
USA,United Health,Health Care,551.16,0.7955544907599688,2016
USA,United Health,Health Care,551.16,0.7382142228307202,2021
USA,United Health,Health Care,551.16,0.515140215633437,2023
USA,United Health,Health Care,551.16,0.8569553166162223,2020
USA,United Health,Health Care,551.16,0.7661220011068508,2017
USA,United Health,Health Care,551.16,0.749075467698276,2019
USA,Costco,Consumer Staples,388.66,0.9622019231319427,2015
USA,Costco,Consumer Staples,388.66,0.9681409746408463,2014
USA,Costco,Consumer Staples,388.66,0.9739037333056331,2022
USA,Costco,Consumer Staples,388.66,0.9716494549065828,2018
USA,Costco,Consumer Staples,388.66,0.9195888414978981,2016
USA,Costco,Consumer Staples,388.66,0.9764404036104679,2021
USA,Costco,Consumer Staples,388.66,0.9703453183174133,2023
USA,Costco,Consumer Staples,388.66,0.9718683436512947,2020
USA,Costco,Consumer Staples,388.66,0.969219796359539,2017
USA,Costco,Consumer Staples,388.66,0.9784093983471394,2019
USA,Exxon Mobil,Energy,500.44,0.4206207094248384,2018
USA,Exxon Mobil,Energy,500.44,0.38817032612860203,2016
USA,Exxon Mobil,Energy,500.44,0.685970795340836,2021
USA,Exxon Mobil,Energy,500.44,0.8864200934767723,2023
USA,Visa,Financial Service,543.62,0.6991062551969662,2015
USA,Visa,Financial Service,543.62,0.3948751735733822,2014
USA,Visa,Financial Service,543.62,0.5863344604149461,2022
USA,Visa,Financial Service,543.62,0.5561364250024781,2018
USA,Visa,Financial Service,543.62,0.8401597728952765,2016
USA,Visa,Financial Service,543.62,0.5174193750135601,2021
USA,Visa,Financial Service,543.62,0.5938136301701888,2023
USA,Visa,Financial Service,543.62,0.6356032462790608,2020
USA,Visa,Financial Service,543.62,0.6917957725236192,2017
USA,Visa,Financial Service,543.62,0.40257372928317636,2019
USA,Alphabet(Google),Information Technology,2062.0,0.19578554446343333,2015
USA,Alphabet(Google),Information Technology,2062.0,0.1570434756577015,2018
USA,Alphabet(Google),Information Technology,2062.0,0.24465996958315372,2016
USA,Alphabet(Google),Information Technology,2062.0,0.38253894727677107,2021
USA,Alphabet(Google),Information Technology,2062.0,0.35878853301983327,2023
USA,Alphabet(Google),Information Technology,2062.0,0.13826153345871717,2017
USA,Mastercard,Financial Service,439.85,0.7798499716445804,2015
USA,Mastercard,Financial Service,439.85,0.7101859035901725,2014
USA,Mastercard,Financial Service,439.85,0.6029584784992039,2022
USA,Mastercard,Financial Service,439.85,0.8203039914369583,2018
USA,Mastercard,Financial Service,439.85,0.836897375062108,2021
USA,Mastercard,Financial Service,439.85,0.8202244862914085,2023
USA,Mastercard,Financial Service,439.85,0.6327813209500164,2020
USA,Mastercard,Financial Service,439.85,0.7537121165078133,2017
USA,Mastercard,Financial Service,439.85,0.6361491000279784,2019
USA,NVIDIA,Information Technology,2638.0,0.3223096946021542,2015
USA,NVIDIA,Information Technology,2638.0,0.42207621701527387,2014
USA,NVIDIA,Information Technology,2638.0,0.3150870252866298,2022
USA,NVIDIA,Information Technology,2638.0,0.47501006070524454,2018
USA,NVIDIA,Information Technology,2638.0,0.40008040238171816,2016
USA,NVIDIA,Information Technology,2638.0,0.32736804778687656,2021
USA,NVIDIA,Information Technology,2638.0,0.3829773823963478,2023
USA,NVIDIA,Information Technology,2638.0,0.35465259675402194,2020
USA,NVIDIA,Information Technology,2638.0,0.38723221293184906,2017
USA,NVIDIA,Information Technology,2638.0,0.34478092566132545,2019
USA,Amazon,Information Technology,1761.0,0.35217974649276584,2015
USA,Amazon,Information Technology,1761.0,0.35278979502618313,2014
USA,Amazon,Information Technology,1761.0,0.20540082757361233,2022
USA,Amazon,Information Technology,1761.0,0.5485263001173735,2018
USA,Amazon,Information Technology,1761.0,0.5232273822184652,2016
USA,Amazon,Information Technology,1761.0,0.47398978169076145,2021
USA,Amazon,Information Technology,1761.0,0.43947606964502484,2023
USA,Amazon,Information Technology,1761.0,0.31788454635534436,2020
USA,Amazon,Information Technology,1761.0,0.4418094949796796,2017
USA,Amazon,Information Technology,1761.0,0.3918718883069232,2019
USA,Tesla,Industries,663.43,0.6492975406581536,2015
USA,Tesla,Industries,663.43,0.8012385116890073,2014
USA,Tesla,Industries,663.43,0.5886084658559412,2022
USA,Tesla,Industries,663.43,0.7828833146486431,2018
USA,Tesla,Industries,663.43,0.8279523700475693,2016
USA,Tesla,Industries,663.43,0.7645339681766927,2021
USA,Tesla,Industries,663.43,0.5880638489034027,2023
USA,Tesla,Industries,663.43,0.49412830476649106,2020
USA,Tesla,Industries,663.43,0.3875320573570207,2017
USA,Tesla,Industries,663.43,0.5273444469785318,2019
USA,Morgan&Chase,Financial Service,604.48,0.29664889839477837,2015
USA,Morgan&Chase,Financial Service,604.48,0.5315105929039419,2014
USA,Morgan&Chase,Financial Service,604.48,0.42209260165691376,2022
USA,Morgan&Chase,Financial Service,604.48,0.3489077854901552,2018
USA,Morgan&Chase,Financial Service,604.48,0.3674307143082842,2016
USA,Morgan&Chase,Financial Service,604.48,0.5045777857303619,2021
USA,Morgan&Chase,Financial Service,604.48,0.4277789785992354,2023
USA,Morgan&Chase,Financial Service,604.48,0.48467440949752927,2020
USA,Morgan&Chase,Financial Service,604.48,0.3758139933925122,2017
USA,Morgan&Chase,Financial Service,604.48,0.3408644574228674,2019
USA,Walmart,Consumer Staples,616.05,0.7863886194536462,2015
USA,Walmart,Consumer Staples,616.05,0.3672276016441174,2014
USA,Walmart,Consumer Staples,616.05,0.4164691208861768,2022
USA,Walmart,Consumer Staples,616.05,0.9769924506545067,2018
USA,Walmart,Consumer Staples,616.05,0.9478321634232998,2016
USA,Walmart,Consumer Staples,616.05,0.9753651693463326,2021
USA,Walmart,Consumer Staples,616.05,0.8006761805154383,2023
USA,Walmart,Consumer Staples,616.05,0.7647330045001581,2020
USA,Walmart,Consumer Staples,616.05,0.9680592939257622,2017
USA,Walmart,Consumer Staples,616.05,0.9516152907162905,2019
USA,Berkshire Hathaway,Financial Service,922.79,0.8556009298190475,2015
USA,Berkshire Hathaway,Financial Service,922.79,0.842213861644268,2014
USA,Berkshire Hathaway,Financial Service,922.79,0.8077353071421385,2022
USA,Berkshire Hathaway,Financial Service,922.79,0.8790484634228051,2018
USA,Berkshire Hathaway,Financial Service,922.79,0.8330299481749535,2016
USA,Berkshire Hathaway,Financial Service,922.79,0.9289437346160412,2021
USA,Berkshire Hathaway,Financial Service,922.79,0.7685003322549164,2023
USA,Berkshire Hathaway,Financial Service,922.79,0.8367251921445131,2020
USA,Berkshire Hathaway,Financial Service,922.79,0.8462191196158528,2017
USA,Berkshire Hathaway,Financial Service,922.79,0.8874677028506994,2019
USA,Eli Lilly,Health Care,724.33,0.9747176952660084,2015
USA,Eli Lilly,Health Care,724.33,0.9728923588991165,2014
USA,Eli Lilly,Health Care,724.33,0.8370179545599967,2022
USA,Eli Lilly,Health Care,724.33,0.7827506574103609,2018
USA,Eli Lilly,Health Care,724.33,0.8806671211495996,2016
USA,Eli Lilly,Health Care,724.33,0.9272610377520323,2021
USA,Eli Lilly,Health Care,724.33,0.9228954534046352,2023
USA,Eli Lilly,Health Care,724.33,0.9648353233933449,2020
USA,Eli Lilly,Health Care,724.33,0.9152216650545597,2017
USA,Eli Lilly,Health Care,724.33,0.9573074951767921,2019
USA,Johnson&Johnson,Health Care,395.7,0.5744325323030353,2015
USA,Johnson&Johnson,Health Care,395.7,0.6183153335005045,2014
USA,Johnson&Johnson,Health Care,395.7,0.5224665994755924,2022
USA,Johnson&Johnson,Health Care,395.7,0.18381250888342038,2018
USA,Johnson&Johnson,Health Care,395.7,0.45532276295125484,2016
USA,Johnson&Johnson,Health Care,395.7,0.4399966293713078,2021
USA,Johnson&Johnson,Health Care,395.7,0.5648426190018654,2023
USA,Johnson&Johnson,Health Care,395.7,0.3975513654295355,2020
USA,Johnson&Johnson,Health Care,395.7,0.7653173292055726,2017
USA,Johnson&Johnson,Health Care,395.7,0.41113978979410604,2019
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.7858810354955494,2015
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.7306093890219927,2014
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.8567798184230924,2022
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.7606082609854639,2018
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.8014792292378843,2016
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.8563850512728095,2021
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.887742605060339,2023
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.8541938061825931,2020
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.7125240238383412,2017
USA,Meta Platforms (Facebook),Information Technology,1234.0,0.8096322184428573,2019
USA,APPLE,Information Technology,3371.0,0.8741885367780924,2015
USA,APPLE,Information Technology,3371.0,0.8487275708466768,2014
USA,APPLE,Information Technology,3371.0,0.7645585658028722,2022
USA,APPLE,Information Technology,3371.0,0.7682068487629294,2018
USA,APPLE,Information Technology,3371.0,0.7651242883875966,2016
USA,APPLE,Information Technology,3371.0,0.8858044240623713,2021
USA,APPLE,Information Technology,3371.0,0.893843149766326,2023
USA,APPLE,Information Technology,3371.0,0.8016255460679531,2020
USA,APPLE,Information Technology,3371.0,0.7751504331827164,2017
USA,APPLE,Information Technology,3371.0,0.879513056948781,2019
USA,Oracle,Information Technology,390.8,0.580480782315135,2015
USA,Oracle,Information Technology,390.8,0.6235530935227871,2014
USA,Oracle,Information Technology,390.8,0.44075363338924944,2022
USA,Oracle,Information Technology,390.8,0.44702708488330245,2018
USA,Oracle,Information Technology,390.8,0.5459149829111993,2016
USA,Oracle,Information Technology,390.8,0.4392489310121164,2021
USA,Oracle,Information Technology,390.8,0.5059774508699775,2023
USA,Oracle,Information Technology,390.8,0.4717968462500721,2020
USA,Oracle,Information Technology,390.8,0.5608751259278506,2017
USA,Oracle,Information Technology,390.8,0.5379770323634148,2019
